,AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK
2010-01-01,0.006513606277894692,0.004608680418653068,0.0029119677911646647,0.006111148740867656,0.004312422322253696,0.009279771167483545,0.004106673039263239,0.003374652083115289,0.0019466608977806495,0.001192786073660271,0.007463726983561284,0.0053447576151750996,0.0008570269354096272,0.005031623445529307,0.006369036809790712,0.005302325743621466,0.003062065006404614,0.0021675822383684764,0.006231844291644358,0.004004278059063015,0.00222666182429449,0.0033474556127352116,0.0021058443702915066,0.0062225526759735975,0.00510413345504395,,0.0028348129681861683,0.0015100200752215986,0.003341752792617253,0.006388404879357079,0.005634838670616536,0.006232063443164476,0.0017442097968367693,0.0056654321591305045,0.004423142508435511,0.006148159912304121,0.0031518084070348367
2010-01-02,0.005746588347998805,0.002964061230549621,0.003124552759476122,0.005135854300493458,0.002149606031709194,0.009559608312404664,0.002675380689741804,0.002663805695255438,0.001987196070155597,0.000959414137003251,0.006274397938938147,0.0058576110131978625,0.0005399676101809096,0.003971088167250786,0.004561996578905589,0.0037236498515589712,0.0033044674501385473,0.0017087931291439342,0.004906573698318917,0.002303424547732883,0.00184597252774051,0.002779344934522246,0.0012704198791975876,0.005037516835847101,0.004515396251360404,,0.003139083249081057,0.0011340152912960248,0.0028451774850632087,0.007448981993177199,0.004557146284861993,0.005023600356297401,0.0015426838576099407,0.003942978617667967,0.0030520777825797083,0.006597275773855446,0.0034390010028563693
2010-01-03,0.00391977391097269,0.00183756245231595,0.0026680039282835004,0.0034722543999132368,0.0015509001215383011,0.007569303831049955,0.0022133428927676,0.002435343515256269,0.0016003589229751426,0.0013956907237465698,0.0051446566702038204,0.006559958291657507,0.0010577861983646082,0.003878247367929625,0.0021878519721431106,0.0023436508914777875,0.0032197356547615024,0.0017971698845800077,0.0033266110449394664,0.0012575949703608929,0.0010358637883870806,0.0028667849080303348,0.0013573107944659661,0.0024650015653640187,0.0028723594833567085,,0.0024282124277118355,0.001591634007991651,0.0020702616661017223,0.008556409125535838,0.003047490638205891,0.002754107719829644,0.0014548223691177565,0.0018808838178255623,0.001965951781943297,0.005822528215801521,0.002946856363036935
2010-01-04,0.002495872978795842,0.0018781167747519856,0.002375224274671799,0.0023404098760268217,0.0020724285145953935,0.00716619979630543,0.0020642212688637474,0.002125734744091545,0.0028965851252884234,0.0025891538213537388,0.0036346120789170194,0.007239255380523555,0.0016275253677183789,0.003917288066411401,0.0024586775893388414,0.0019475997582443498,0.002995517492191168,0.0018615529546050042,0.004258766490235556,0.001392538068446082,0.0016000516593085686,0.0017470545551134496,0.0026688267069641374,0.0017972053811431484,0.0016964134676597043,,0.002754179247770039,0.0016195852839828958,0.001774560612384613,0.007998872088986558,0.0021852491060725516,0.0022018276426280757,0.0022075616215418443,0.002444190492018773,0.0015941170094282105,0.004264203843515777,0.0027445139743025107
2010-01-05,0.004980683161075825,0.0021767628744506296,0.002862268282185928,0.002892190418649206,0.0023559790711097043,0.006865892084063882,0.002025014772663314,0.002227502696484593,0.0031869541921831675,0.0020436539446233967,0.00559461366781153,0.006897637128579664,0.0010715479001065914,0.003936835944544704,0.0038745308425748195,0.0024236608215246537,0.003429589254917467,0.0011414110666408451,0.0055455157594388104,0.00199871733479571,0.0019422007578764847,0.0019572150643034185,0.0022608862054845063,0.004149232324957902,0.0031186363564118277,,0.003263966992947326,0.0009926919304506735,0.0019586958433255265,0.006623144266210999,0.0023394813679241165,0.003026960394293482,0.001619011601336172,0.003220522644180074,0.0019603514532419873,0.0037168389288806704,0.0031613341233551404
2010-01-06,0.0070338796147806065,0.0026908382431263416,0.0023484875166119084,0.004990842357918288,0.002566829701355891,0.00766898532601676,0.0024839476463966665,0.0020745039519854715,0.002542113617216885,0.0018660001680262054,0.007773758351841865,0.005585130154997197,0.0005969557948791986,0.0037775274057420868,0.004466373400946462,0.003320902495541376,0.002866622045336992,0.002784981126346307,0.005810905241622078,0.00233158092416363,0.0016636720537442744,0.0019437521925958746,0.0019009033301390667,0.006363435237316383,0.005153329301508824,,0.002578115366276482,0.000652987310358059,0.0022574942593601524,0.005635126357444954,0.004107714850945348,0.004511750699422109,0.001391412045569159,0.003492055476671967,0.0028276160136589588,0.004770845271279066,0.0030865435392096988
2010-01-07,0.006541957438411156,0.002728830316296976,0.002176082644000817,0.005582214130286117,0.002566018146699059,0.007963499903729835,0.0020991706562327665,0.0022113465459678567,0.0020476479272507086,0.0017330616267714767,0.00803855318553499,0.005597330405356751,0.0008341254403287763,0.003683870427335889,0.004443566419396777,0.003159875542802921,0.0028690923403120903,0.0029927524982847524,0.005726455773584009,0.0025274774791149866,0.001980035053812021,0.0024825280474525023,0.001958917583508851,0.0059419366734851774,0.0052107531948896255,,0.0023894205552990886,0.00071337562005044,0.0023589200814962434,0.004744042146041331,0.004545684294196507,0.004742083914613587,0.0014835098281866784,0.003785995037282803,0.002753282127097639,0.005595664117837482,0.0023741978200203825
2010-01-08,0.005135584574320727,0.003096246083218279,0.0021372763530903946,0.005462963764893715,0.0030925098275435678,0.00783736992397672,0.0022727548800310273,0.002228956923391705,0.0014952580741203988,0.0014698927824073785,0.007811064291016036,0.003938198863907142,0.0005864427814194192,0.0036456567808077563,0.0048837866011055015,0.0038712132940043626,0.002538014106449777,0.0038207470802098533,0.0066934151008592535,0.0028233348700578502,0.0020915442912736774,0.002165032277770762,0.0020883891256123577,0.004973292361603672,0.005067334037525229,,0.0022297832346164456,0.0007235915892013391,0.0023951830867180437,0.003768497100058545,0.004560243716116254,0.005017881051403495,0.0010105198488083223,0.003827979433025763,0.0031924312952754533,0.005693479293767901,0.002467281232394617
2010-01-09,0.0058628039578767525,0.003338734132179041,0.0026222162991129594,0.006537076421267305,0.0029144038007079395,0.007672841520964103,0.0028109823100397825,0.002573403837865298,0.0019162972452853465,0.0014081319047165907,0.008138012121509556,0.003411374623286585,0.0007291119757026779,0.0035147399501125197,0.005085335787565,0.005132632861798857,0.002572545275296971,0.005039395993115161,0.005552021598211524,0.0023798667256689737,0.0017030947585119514,0.002255350829157799,0.0013861356659499462,0.00556319102752949,0.005774965490767705,,0.002731740091018793,0.000992239070330805,0.003091672107689363,0.004027911290347036,0.005852491779685722,0.005679568003428632,0.0012710691103282254,0.0041663657229162095,0.004414708838196822,0.0055587238749612074,0.0026449673697834597
2010-01-10,0.0047603251498016625,0.0030978680055257363,0.002854816799293694,0.006356405190208604,0.002709632895656534,0.007774538691345856,0.00296170850488882,0.002703658592762348,0.002536141738415107,0.001243689409263145,0.006267036513790175,0.003925798452537786,0.0012088053158905514,0.003718098976475891,0.004570701198128771,0.004570946670664776,0.003231442378040196,0.004925860815118092,0.004645685222856279,0.002190604783703292,0.0014806824895208881,0.002455999412268466,0.0012101409867896666,0.004507209423890796,0.004057945234995849,,0.003129552561132047,0.0013830625003370162,0.00305832111958772,0.004546009906554362,0.005751221694845655,0.004747026383184752,0.0019905353824561,0.004293554438931112,0.004021821876958001,0.005454534783865574,0.003382435808512762
2010-01-11,0.00449858207451848,0.0027930512868229174,0.0030299736235606307,0.004719830994646749,0.0024332806203867874,0.007465886485824139,0.0022347815610679386,0.002696722360895989,0.002326176979148881,0.0008415800173704241,0.004993861477626057,0.004827573648869996,0.0019862339483262387,0.003697635718545999,0.004031328252386215,0.0034011561242911236,0.003971516223103217,0.003839134573077784,0.004558707798705516,0.002191107994058266,0.0017052767939083615,0.002778092373105682,0.001117265995546953,0.004246094463092991,0.0036176952047271803,,0.003238363350589696,0.0016730083973755625,0.002811613362206175,0.00570701204469289,0.004581562202904199,0.00405003457465395,0.0018835236425612121,0.003944140981372271,0.0030809336315867374,0.0053733939159473915,0.0036402982018074975
2010-01-12,0.004669065208475935,0.0025461551271095083,0.0030942540813976805,0.004282750119147358,0.002659251119306853,0.007050075036293249,0.0021003425661203184,0.002475360385978381,0.0030102399351272665,0.001988024574819002,0.005847435711794617,0.005838517875673394,0.0025199893056269936,0.003978863043250294,0.0036428421926157774,0.003033164454478512,0.004298487095808806,0.00324591574450963,0.00462408440770917,0.00257462218008991,0.0017872116561028634,0.0029418736967908683,0.0010711092055345733,0.0038879158725042555,0.0039043965585937278,,0.0029298266271117284,0.0019950015189705876,0.002777576415135719,0.007930603687640486,0.003826546018968168,0.0035284715702441696,0.002170569544680744,0.0036150769743206776,0.002686820671732315,0.00560469458049991,0.0036695898152960095
2010-01-13,0.0041287077056561435,0.002673401320580697,0.0031412760708554367,0.004042637162204062,0.0033472339780775628,0.007592313617161048,0.002441576371457785,0.002521752376300716,0.003291975817364814,0.0024620356596297675,0.005664826225487384,0.006490622547500811,0.0019569164522843653,0.005190412131580791,0.0034704544883215924,0.0030709506535859334,0.0045785195710502154,0.004018853283158662,0.00479677740782161,0.002875805585862813,0.0011656887724688367,0.0033751615555216445,0.0016609336034375073,0.0032190144793079055,0.003184222136410937,,0.0026371514142731135,0.0019780293078734508,0.002542584199271178,0.008723353484780625,0.0035996488893543194,0.0032652108143600127,0.0021983673770001482,0.003367135306724315,0.0027147058596632546,0.0059483999413151144,0.0036517535701970586
2010-01-14,0.004030229289160709,0.0028353520665070167,0.003965975324513495,0.00363218619400618,0.0034600142705265994,0.00828754773840709,0.0027005425477782856,0.0031648279434888737,0.0028462042658321113,0.0018533834448208255,0.0059990767385312465,0.006787270452186828,0.001881571306402778,0.005455926206069318,0.0032978109707204203,0.003099135137321372,0.004553886966709917,0.004387066265549203,0.004900487010722214,0.0028946705430237395,0.001356066936214852,0.003945715353596066,0.0015115762058945754,0.002915090519452649,0.0033305917127813603,,0.0036980932972590485,0.001912722532740406,0.001988193200173699,0.0075183846318726206,0.003228144603887061,0.0032680464948449837,0.002292861136661336,0.0032432995747145033,0.0027397339472862974,0.005794987882198275,0.004038323458601919
2010-01-15,0.004161948405509238,0.0027861990424562643,0.0038924518251107665,0.003521081198113189,0.003150410298192206,0.008218349580591712,0.0026354932641996613,0.0030233725761399225,0.0028196273334229814,0.0019231924568689353,0.005818196750217593,0.0060119392860389625,0.002056373686873916,0.00524289300055903,0.0033564436452908158,0.0030082500875632033,0.006552813333316385,0.004219457038823722,0.0049833204794531875,0.00233426434447638,0.0009913850775114018,0.0037015267927455724,0.0011542634813331324,0.0029953340395884862,0.003705411845977242,,0.003725061124958603,0.0018579658428192164,0.002103250547688882,0.00745459312899518,0.003108525704396762,0.003530583288009326,0.0025152137927331587,0.0032541436846975184,0.002617333752400452,0.005559491293295459,0.004705075615733584
2010-01-16,0.003840695389663597,0.00254586167963599,0.00395060961676875,0.0031449597016965586,0.002953676522620913,0.00844493790453692,0.0024530757163281486,0.0029090594976471477,0.002773062475547706,0.0017427905614849529,0.0056817991778196405,0.006558292124600833,0.0021666962056504004,0.005584055538154728,0.0030958724766336427,0.002736477413671137,0.005667924304772896,0.0043700580568588054,0.004515274144214447,0.0019916560660069803,0.0015140067784476653,0.0036476088588137676,0.0014031927447096678,0.0028837489604607723,0.003310331178465362,,0.0037455298531227942,0.002216770080601465,0.0020411606372698556,0.00923106104917147,0.0028744443446703898,0.00315111621359143,0.0026636301211795384,0.0029747022852238854,0.0024240029936484163,0.005398046897076909,0.005185711276790466
2010-01-17,0.0041274032881075465,0.0031819590060117742,0.004966851555263145,0.0033683561915814984,0.00399950240320057,0.008922320369535846,0.0028237676918202105,0.003955647754558091,0.0027091187098024195,0.0016157267394985454,0.005470683110206316,0.007091257727580599,0.001827836506919675,0.006116600129289522,0.0033800443456216823,0.002907172374290874,0.00514190564588361,0.00420023843984811,0.0046841783721183255,0.0037245999486325817,0.0017559177443309437,0.004950940562347847,0.0017964308680086948,0.003251552781287927,0.003466597497123152,,0.004665095756886729,0.0023825714414107014,0.002368276772862604,0.008820636918933561,0.0029081115050028595,0.0030492722508379095,0.002604672283502993,0.0031021000824490016,0.002534639032610648,0.00576695644982283,0.004804808478596985
